Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-11-15,3.8629461434434123,4.067067791989648,3.858556331539395,3.955130100250244,17786664,0.0,0.0
2006-11-16,3.99244405713608,4.02756172734984,3.9595212936401367,3.9595212936401367,3006203,0.0,0.0
2006-11-17,3.9726902498529357,3.9726902498529357,3.9222086520819026,3.928792953491211,2030847,0.0,0.0
2006-11-20,3.8717256842500003,3.88489512110369,3.8409978355291403,3.8497774600982666,1303046,0.0,0.0
2006-11-21,3.862947297036278,3.900259872092076,3.8190500021580585,3.840998649597168,1084779,0.0,0.0
2006-11-22,3.8607520807207005,3.8761160071049,3.8431932479051016,3.8629469871520996,629909,0.0,0.0
2006-11-23,3.8739214661235777,3.8739214661235777,3.8497783303718114,3.851972818374634,573670,0.0,0.0
2006-11-24,3.847583394645417,3.854167695875377,3.8190500271968126,3.838803768157959,489171,0.0,0.0
2006-11-27,3.8278293215209023,3.871726194242101,3.8278293215209023,3.8629469871520996,530339,0.0,0.0
2006-11-28,3.862947427584267,3.9353776735361627,3.862947427584267,3.928792953491211,497300,0.0,0.0
2006-11-29,3.9353784759622337,4.007808736682703,3.93318356883304,4.003418922424316,632670,0.0,0.0
2006-11-30,4.0165868638479605,4.025366489998088,3.9902488226688093,4.014392375946045,580218,0.0,0.0
2006-12-01,4.029756169285158,4.029756169285158,4.012197336203473,4.020976543426514,615201,0.0,0.0
2006-12-04,4.029756883782819,4.029756883782819,3.972690561490272,4.005613327026367,440552,0.0,0.0
2006-12-05,4.005612616809489,4.020976543426514,3.999027897415506,4.020976543426514,382619,0.0,0.0
2006-12-06,4.025366489998088,4.0341456975126,3.9902488226688093,4.014392375946045,558886,0.0,0.0
2006-12-07,4.01658744265984,4.01658744265984,3.9946392113928946,4.005613327026367,245212,0.0,0.0
2006-12-11,4.029755899331929,4.038535105966852,4.001222535838386,4.00780725479126,215529,0.0,0.0
2006-12-12,4.007807777895445,4.014392497707764,3.98585913049001,3.988054037094116,186539,0.0,0.0
2006-12-13,3.9946390210705056,4.005613136181123,3.9726903722136147,3.9858593940734863,170570,0.0,0.0
2006-12-14,3.981469740192633,3.985859553867131,3.9573266022542426,3.9770803451538086,233318,0.0,0.0
2006-12-15,3.9792754650115967,3.994639815311222,3.968301347719033,3.9792754650115967,206489,0.0,0.0
2006-12-18,3.9814697497784994,4.038536071777344,3.9814697497784994,4.038536071777344,496117,0.0,0.0
2006-12-19,4.051704524239123,4.084627703610109,4.02975629617262,4.078042984008789,410881,0.0,0.0
2006-12-20,4.1241361645683465,4.279970797799493,4.095602791480349,4.2360734939575195,710623,0.0,0.0
2006-12-21,4.301919228339254,4.301919228339254,4.152668905319979,4.18778657913208,496524,0.0,0.0
2006-12-22,4.187785561400186,4.2470467785445996,4.170226728761351,4.225098133087158,232711,0.0,0.0
2006-12-27,4.24924145147928,4.258020657998528,4.214123788131151,4.240461826324463,145414,0.0,0.0
2006-12-28,4.240461959280983,4.264605510578163,4.218513314341327,4.233877658843994,288704,0.0,0.0
2006-12-29,4.240462613934836,4.240462613934836,4.205344944064061,4.2185139656066895,133192,0.0,0.0
2007-01-02,4.258021162023445,4.258021162023445,4.214124286959964,4.238267421722412,130352,0.0,0.0
2007-01-03,4.266801311646389,4.354595491179099,4.25363187073973,4.301918983459473,832689,0.0,0.0
2007-01-04,4.266801110041149,4.367764307074363,4.266801110041149,4.345815658569336,688466,0.0,0.0
2007-01-05,4.372154076627002,4.398492538295852,4.354595241726317,4.3809332847595215,690389,0.0,0.0
2007-01-08,4.481896609317782,4.565300965038653,4.435804409039592,4.4687275886535645,866532,0.0,0.0
2007-01-09,4.556521515687623,4.5696905356530415,4.512624224288767,4.547741889953613,621371,0.0,0.0
2007-01-10,4.543352434925989,4.547741829098661,4.455557853303087,4.521403789520264,368586,0.0,0.0
2007-01-11,4.560911328554628,4.560911328554628,4.521403850022777,4.547741889953613,326782,0.0,0.0
2007-01-12,4.552131483079863,4.560911108390062,4.525793444420418,4.530182838439941,242299,0.0,0.0
2007-01-15,4.565301629086069,4.565301629086069,4.538963583926625,4.552132606506348,235955,0.0,0.0
2007-01-16,4.565299473105408,4.565299473105408,4.477505332975588,4.503843784332275,272545,0.0,0.0
2007-01-17,4.503845603587007,4.631147262855538,4.481896955029884,4.574080944061279,352041,0.0,0.0
2007-01-18,4.6092003198870115,4.639928188056134,4.578472451717889,4.587251663208008,326189,0.0,0.0
2007-01-19,4.58286027282092,4.631147384643555,4.58286027282092,4.631147384643555,236392,0.0,0.0
2007-01-22,4.653094406419388,4.679432441260661,4.635535576980034,4.675042629241943,383586,0.0,0.0
2007-01-23,4.7189410348469725,4.73649986846377,4.617977846209295,4.666264533996582,306570,0.0,0.0
2007-01-24,4.7101616859436035,4.732110333915321,4.688213456607527,4.7101616859436035,356828,0.0,0.0
2007-01-25,4.767227559810002,4.806735038757324,4.7452793325153575,4.806735038757324,375982,0.0,0.0
2007-01-26,4.806734938870267,4.855022042640491,4.784786293396129,4.81551456451416,479488,0.0,0.0
2007-01-29,4.925258234212713,5.021831621363558,4.894529957723202,5.017442226409912,626481,0.0,0.0
2007-01-30,5.166691341007835,5.267654518330768,5.0701175576204776,5.258874893188477,1979022,0.0,0.0
2007-01-31,5.381786720455195,5.399345550757025,5.070117168621055,5.092065811157227,2137823,0.0,0.0
2007-02-01,5.140353343233002,5.157912176449961,5.083287030618985,5.096456050872803,937934,0.0,0.0
2007-02-02,5.127184313018804,5.144743146201653,5.0613383746064216,5.065728187561035,475233,0.0,0.0
2007-02-05,5.114015370819391,5.118405184200336,4.90330935216181,4.934037208557129,679410,0.0,0.0
2007-02-06,4.912088865998136,4.938427329287364,4.77600799180486,4.88136100769043,1264047,0.0,0.0
2007-02-07,4.855022228140087,5.03061056137085,4.855022228140087,5.03061056137085,890971,0.0,0.0
2007-02-08,5.056950295276154,5.087678156677585,4.982325130184927,5.008663177490234,392932,0.0,0.0
